Name,Year,Target,shear_200_850,shear_500_850,shear_200_500,shear_300_800,shear_850_1000,RH_avg,SST_avg,ROCI,v_0,Lat,RMW
BERYL,2024,1,25.01229691055298,10.742645174026489,23.503964154205324,17.940205622711183,9.828092568130494,83.13650512695312,28.53463134765628,190.0,30.0,9.0,45.05451945876878
ALBERTO,2024,0,24.62537194885254,13.612868669509888,16.248514469451905,22.089779844970703,6.985577676010132,90.43260192871094,29.828881835937523,360.0,35.0,22.1,105.47926150046068
SARA,2024,0,27.28245034515381,15.720831211547852,26.60026664367676,18.57493414672852,15.01629636062622,84.45269012451172,29.404565429687523,200.0,40.0,15.7,40.618924800790424
FRANCINE,2024,1,30.2502925831604,11.864187368469238,25.12388025527954,20.53625168151856,10.924508489074707,88.67305755615234,29.75753173828128,150.0,55.0,25.3,22.509303646504723
HELENE,2024,1,32.37347010894776,12.934625199279786,25.17391220123291,23.61171942199707,19.75648816711426,87.79147338867188,30.352960205078148,180.0,70.0,22.0,20.393245225434516
MILTON,2024,1,23.50267206237793,11.912596321029664,19.09059186706543,17.816941545410156,10.670161973953247,86.63853454589844,29.850854492187523,200.0,35.0,22.3,50.56549896330753
JOHN,2024,1,29.99707966079712,13.113439956207277,33.848794275512695,15.58443859146118,7.483474231643677,81.16990661621094,30.7883239746094,350.0,25.0,13.8,119.57623950842914
JOHN,2024,1,29.99707966079712,13.113439956207277,33.848794275512695,15.58443859146118,7.483474231643677,81.16990661621094,30.7883239746094,350.0,25.0,13.8,119.57623950842914
JOHN,2024,1,29.99707966079712,13.113439956207277,33.848794275512695,15.58443859146118,7.483474231643677,81.16990661621094,30.7883239746094,350.0,25.0,13.8,119.57623950842914
JOHN,2024,1,29.99707966079712,13.113439956207277,33.848794275512695,15.58443859146118,7.483474231643677,81.16990661621094,30.7883239746094,350.0,25.0,13.8,119.57623950842914
OSCAR,2024,1,16.7521336756897,9.670956961669924,23.0702977243042,10.5692712915802,4.78145764163971,66.00630950927734,30.117364501953148,145.0,35.0,21.0,33.310807220899186
RAFAEL,2024,1,19.0312631628418,10.137121262130735,20.90706720565796,11.516414457550049,6.619828097267151,84.53368377685547,29.8378845214844,120.0,40.0,15.8,21.69524957923945
HONE,2024,0,29.09459337585449,11.06540489265442,22.994583367767333,22.2668390625,11.44499255241394,86.2480697631836,26.6589294433594,180.0,50.0,17.9,28.954288937002563
NADINE,2024,0,23.43061152648926,12.094822978973388,20.817968483276367,14.008319212722778,7.993034835739135,92.43173217773438,29.69112548828128,165.0,40.0,17.4,32.74232677432812
DEBBY,2024,1,23.228160943450927,8.244076969680787,20.89943515106201,19.17134111801148,6.943822440223694,88.4289321899414,30.54561767578128,110.0,35.0,23.5,24.28379537707555
ERNESTO,2024,0,38.33624216857911,17.70794238433838,31.302620736694337,27.21250869155884,19.21386521331787,87.91432189941406,29.29134521484372,180.0,75.0,24.5,19.097125702553367
HUMBERTO,2025,1,30.18904891357422,12.258214200744629,28.09433263000488,22.17049758148193,6.85013883102417,77.11005401611328,28.898461914062523,180.0,50.0,21.3,30.274930046330322
GABRIELLE,2025,1,29.234656500701902,18.71915903076172,27.87599877182007,15.55089981765747,5.63253044342041,76.37969970703125,29.180474853515648,140.0,,26.9,
FERNAND,2025,0,30.06551789047241,11.73526645011902,23.263707372131343,21.9557749067688,6.399132046813965,70.87261962890625,28.332635498046898,120.0,45.0,32.1,22.49649314247547
IMELDA,2025,0,44.1901003414917,24.14624131225586,32.0097230871582,33.06789253387451,18.35143748260498,79.76038360595703,28.122613525390648,110.0,70.0,29.4,11.81826147174219
MELISSA,2025,1,19.78988234527588,15.370558464431763,20.639654249725343,19.014842288513183,7.874294006729126,86.04875946044922,29.77657470703128,180.0,55.0,16.0,25.283821766058757
KIKO,2025,1,19.92476968765259,13.06037706314087,20.204551132354737,10.341710192260742,5.380180923881531,78.54263305664062,27.750909423828148,120.0,45.0,13.9,18.680065428937457
ERIN,2025,1,24.903540596008305,8.807169475784303,21.06647648590088,16.432788638763427,7.125543476867676,75.44425201416016,28.285821533203148,150.0,60.0,17.4,18.592984605425038
JERRY,2025,0,28.514648062286376,21.372700395202635,23.44817804321289,27.32298161590576,7.630150753326416,80.98551940917969,28.616143798828148,165.0,45.0,12.4,26.779882282780303
BARRY,2025,0,24.903694460601805,11.941824105529784,21.65882736404419,20.02785711151123,6.05449250492096,88.58023071289062,28.4333435058594,145.0,30.0,19.7,37.981617732354174
CHANTAL,2025,0,32.953839940490724,17.769113756103515,24.91658386444092,27.98918008377075,8.274350291900635,77.64595031738281,28.211938476562523,170.0,40.0,31.6,39.478503904049525
